source,context,tier,ground_truth,prediction,score,correct,matcher,code
Axillary lymph node dissection,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,361716006
Epidural tumor,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,30636001
[M]Pancreatic adenoma or carcinoma NOS,histology,content,condition.code,Condition.code,1.0,True,biobert,363418001
controlled,fhir_aggregator,content,documentreference.category.coding,Condition.code,0.8052232265472412,False,biobert,controlled
Left Breast Mass,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,392023007
DEEPWGS,fhir_aggregator,content,specimen.type.coding,DocumentReference.type.coding,0.8335789442062378,False,biobert,DEEPWGS
Lymph Node: Mediastinal,metastasis-site,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,59441001
Left breast conserving surgery,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,392023007
Right lymph node with Savi,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,58347006
Right hilar and level 4R,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,3341006
Right breast simple mastectomy with axillary sentinel lymph node dissection,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,428571003
Left breast tissue,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,6189002
Formalin fixed paraffin embedded - FFPE,fhir_aggregator,content,specimen.processing.procedure.coding,ImagingStudy.series.modality,0.8026238679885864,False,biobert,Formalin fixed paraffin embedded - FFPE
Right lobe of liver,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,48521005
Left segmental mastectomy,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,361716006
Right Axillary Node,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,739023000
Arriba,fhir_aggregator,content,documentreference.category.coding,DocumentReference.type.coding,0.825261116027832,False,biobert,Arriba
Right iliac bone,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,272673000
Right Outer Quadrant Abdominal Mass,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,368077008
G4,staging_grade,content,observation.valuecodeableconcept,Observation.valueCodeableConcept,1.0,True,biobert,1228852004
0,staging_group,content,observation.valuecodeableconcept,Observation.valueCodeableConcept,1.0,True,biobert,1222605001
Bone structure of humerus,sample_tissue_type,content,specimen.type,Specimen.type,1.0,True,biobert,85050009
Peritoneal and liver nodules,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,15425007
American Joint Committee on Cancer stage I,fhir_aggregator,content,condition.stage.summary.coding,ResearchStudy.condition.coding,0.8464268445968628,False,biobert,1222723001
American Joint Committee on Cancer stage IIIC,fhir_aggregator,content,condition.stage.summary.coding,ResearchStudy.condition.coding,0.8408768773078918,False,biobert,1222806003
Right upper quadrant omentum,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,11291002
IIIA,staging_group,content,observation.valuecodeableconcept,Observation.valueCodeableConcept,1.0,True,biobert,1222802001
Right gluteal mass,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,764593009
Not specified,fhir_aggregator,content,specimen.collection.method.coding,Specimen.type.coding,0.6929159164428711,False,biobert,Not specified
Lymph Node: Supraclavicular,metastasis-site,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,59441001
Adenomas and Adenocarcinomas,fhir_aggregator,content,researchstudy.condition.coding,MedicationAdministration.medicationCodeableConcept.coding,0.781316876411438,False,biobert,115215004
Splice Junction Quantification,fhir_aggregator,content,documentreference.category.coding,ImagingStudy.series.modality,0.8268294334411621,False,biobert,Splice Junction Quantification
Right forearm mass,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,64262003
Right Anterior Abdominal Superficial Node,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,415994006
Isoform Expression Quantification,fhir_aggregator,content,documentreference.category.coding,ImagingStudy.series.modality,0.8500391244888306,False,biobert,Isoform Expression Quantification
Right breast mass needle biopsy,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,44578009
Right Lung Lower Lobe,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,266005
Chromosome 13,fhir_aggregator,content,documentreference.category.coding,Condition.code,0.8036379814147949,False,biobert,13
Right Supraclavicular Node,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,59441001
VCF,fhir_aggregator,content,documentreference.type.coding,DocumentReference.type.coding,0.8557037115097046,True,biobert,VCF
Chemotherapy,fhir_aggregator,content,medicationadministration.category.coding,ImagingStudy.series.modality,0.8058587908744812,False,biobert,5102381
Stage IIC,fhir_aggregator,content,condition.stage.summary.coding,Condition.stage.type.coding,0.8011046648025513,False,biobert,Stage IIC
Other and unspecified parts of mouth,fhir_aggregator,content,condition.bodysite.coding,ResearchStudy.condition.coding,0.8224928379058838,False,biobert,123851003
Abdominal tumor implant,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,18139001
Posterior bladder wall biopsy,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,89837001
Transcript Fusion,fhir_aggregator,content,documentreference.category.coding,DocumentReference.type.coding,0.8503262996673584,False,biobert,Transcript Fusion
Left and right breast subcutaneous masectomy,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,80248007
Aligned Reads QC,fhir_aggregator,content,documentreference.category.coding,Condition.bodySite.coding,0.833024263381958,False,biobert,Aligned Reads QC
Stage 0,fhir_aggregator,content,condition.stage.summary.coding,Specimen.type,0.8077584505081177,False,biobert,3203222
Left Iliac Crest,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,1208626003
right breast core biopsy,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,122548005
Lt. forearm shave biopsy,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,177346002
Left lower lobe of lung,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,41224006
Docetaxel,fhir_aggregator,content,medicationadministration.medicationcodeableconcept.coding,ImagingStudy.series.modality,0.7815660238265991,False,biobert,Docetaxel
"Pharmaceutical Therapy, NOS",fhir_aggregator,content,medicationadministration.category.coding,ServiceRequest.category.coding,0.8373868465423584,False,biobert,5102381
"Adenocarcinoma, NOS",fhir_aggregator,content,researchstudy.condition.coding,ResearchStudy.condition.coding,0.8081846833229065,True,biobert,"Adenocarcinoma, NOS"
Standard Exome Sequencing v3 (ICE),fhir_aggregator,content,specimen.collection.method.coding,ResearchStudy.condition.coding,0.8359214663505554,False,biobert,Standard Exome Sequencing v3 (ICE)
Remission,fhir_aggregator,content,condition.clinicalstatus.coding,Condition.code,0.8065057992935181,False,biobert,remission
Left posterior iliac bone,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,399682004
IS,staging_group,content,observation.valuecodeableconcept,Observation.valueCodeableConcept,1.0,True,biobert,1222733009
Liver biopsy,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,86259008
Uterus,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,265056007
Leucovorin Calcium,fhir_aggregator,content,medicationadministration.medicationcodeableconcept.coding,ResearchStudy.condition.coding,0.8410381078720093,False,biobert,Leucovorin Calcium
Right radical mastectomy with axillary node dissection,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,726430006
excision,procedure.prime,content,procedure.code,Procedure.code,1.0,True,biobert,56361007
Right axillary node dissection,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,234262008
"Other and ill-defined sites in lip, oral cavity and pharynx",fhir_aggregator,content,condition.bodysite.coding,ResearchStudy.condition.coding,0.8233689069747925,False,biobert,110766008
Double-Spun,sample-preservation-method,content,specimen.type,Specimen.type,1.0,True,biobert,117032008
Bilateral mastectomies and Rt SLN evaluation,anatomical_location.prime,content,procedure.code,Procedure.code,1.0,True,biobert,27865001
Right and Left Breast,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,76752008
IVB,staging_group,content,observation.valuecodeableconcept,Observation.valueCodeableConcept,1.0,True,biobert,1222841004
Mature B-cell lymphomas,fhir_aggregator,content,researchstudy.condition.coding,ImagingStudy.series.modality,0.7645370960235596,False,biobert,Mature B-cell lymphomas
Tru-Cut Needle Biopsy,procedure.prime,content,procedure.code,Procedure.code,1.0,True,biobert,86273004
Flexible Bronchoscopy,procedure.prime,content,procedure.code,Procedure.code,1.0,True,biobert,69621000052107
survey,fhir_aggregator,content,observation.category.coding,Condition.code,0.8265647888183594,False,biobert,survey
Left distal femur,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,764554000
Pleura,metastasis-site,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,3120008
Imaging,fhir_aggregator,content,observation.category.coding,Condition.code,0.7808162569999695,False,biobert,imaging
NIVOLUMAB,fhir_aggregator,content,medicationadministration.medicationcodeableconcept.coding,Condition.clinicalStatus.coding,0.8426841497421265,False,biobert,NIVOLUMAB
Skin of lower limb and hip,fhir_aggregator,content,condition.bodysite.coding,Condition.clinicalStatus.coding,0.8488102555274963,False,biobert,Skin of lower limb and hip
Recurrent Tumor,fhir_aggregator,content,specimen.type.coding,Condition.clinicalStatus.coding,0.8191491365432739,False,biobert,3111302
OMNI,fhir_aggregator,content,specimen.type.coding,Condition.bodySite.coding,0.8175305724143982,False,biobert,OMNI
N1bIV,staging_n,content,observation.valuecodeableconcept,Observation.valueCodeableConcept,1.0,True,biobert,1229950000
Pindel,fhir_aggregator,content,documentreference.category.coding,Specimen.type,0.852699875831604,False,biobert,Pindel
T2c,staging_t,content,observation.valuecodeableconcept,Observation.valueCodeableConcept,1.0,True,biobert,1229857003
Masked Somatic Mutation,fhir_aggregator,content,documentreference.category.coding,DocumentReference.type.coding,0.8376853466033936,False,biobert,Masked Somatic Mutation
Mediastinum node,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,234263003
Left lower quadrant peritoneum,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,79887000
"Surgery, NOS",fhir_aggregator,content,medicationadministration.category.coding,Condition.stage.summary.coding,0.8210081458091736,False,biobert,5102381
Breast Cancer,condition,content,condition.code,Condition.code,1.0,True,biobert,254837009
Pancreatic Cancer,condition,content,condition.code,Condition.code,1.0,True,biobert,363418001
Left Modified Radical Mastectomy,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,726437009
Right Breast,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,76752008
Biopsy of left anterior mandibular body,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,178497007
Bilateral Fallopian tubes,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,287664005
Right femoral head,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,723838003
"Adenoma, NOS",fhir_aggregator,content,researchstudy.condition.coding,ResearchStudy.condition.coding,0.8301196098327637,True,biobert,"Adenoma, NOS"
Left axilla Lymph Node,anatomical_location.prime,content,procedure.code,Procedure.code,1.0,True,biobert,234262008
CT Guided Biopsy left pelvic side wall lymph node,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,14211004
Right elbow soft tissue,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,284397007
Ovarian Cancer,condition,content,condition.code,Condition.code,1.0,True,biobert,363443007
Right pleural mass,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,278294002
US guided Lt breast core biopsy,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,4541000087104
Left breast excision,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,428571003
T1a2,staging_t,content,observation.valuecodeableconcept,Observation.valueCodeableConcept,1.0,True,biobert,1228961000
US guided Fine Needle Aspiration: Left Breast Axillary Lymph Node,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,80248007
Right Forehead Mass,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,181738000
Duodenum,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,1208951004
Kidney,fhir_aggregator,content,condition.bodysite.coding,Condition.code,0.8319463133811951,False,biobert,64033007
"Radiation Therapy, NOS",fhir_aggregator,content,medicationadministration.category.coding,ImagingStudy.series.modality,0.8166979551315308,False,biobert,5102381
US guided Lt Breast biopsy,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,4541000087104
T2,staging_t,content,condition.stage.summary.coding,Observation.valueCodeableConcept,1.0,True,biobert,1229852009
Illumina Methylation Epic,fhir_aggregator,content,documentreference.category.coding,DocumentReference.type.coding,0.8669049739837646,False,biobert,Illumina Methylation Epic
PCR-Free 160x Coverage WGS (NovaSeq 6000),fhir_aggregator,content,specimen.collection.method.coding,DocumentReference.securityLabel.coding,0.8741819262504578,False,biobert,PCR-Free 160x Coverage WGS (NovaSeq 6000)
Right retroperitoneum,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,82849001
Right Liver Segment 5/6,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,12245001
Left Lung/Mediastinum,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,735015005
Temozolomide,fhir_aggregator,content,medicationadministration.medicationcodeableconcept.coding,ImagingStudy.series.modality,0.7743217945098877,False,biobert,Temozolomide
Core needle biopsy of Lt breast (2 sites) and Lt axilla,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,44578009
CT-guided biopsy,procedure.prime,content,procedure.code,Procedure.code,1.0,True,biobert,86273004
Sarcoma,condition,content,condition.code,Condition.code,1.0,True,biobert,424413001
Right shoulder/Scapula subQ node,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,71791004
Right breast mass excision,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,6189002
Sentinel lymph node biopsy of left axilla with excision,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,396487001
Bone structure of femur,sample_tissue_type,content,specimen.type,Specimen.type,1.0,True,biobert,71341001
Ovarian structure,sample_tissue_type,content,specimen.type,Specimen.type,1.0,True,biobert,15497006
Left breast 3:00 biopsy,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,122548005
"Neoplasm, malignant",fhir_aggregator,content,researchstudy.condition.coding,ImagingStudy.series.modality,0.7894059419631958,False,biobert,"Neoplasm, malignant"
Rt chest wall xiphoid region,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,177754003
TRASTUZUMAB,fhir_aggregator,content,medicationadministration.medicationcodeableconcept.coding,ImagingStudy.series.modality,0.7480928897857666,False,biobert,TRASTUZUMAB
N0 (mol+),staging_n,content,observation.valuecodeableconcept,Observation.valueCodeableConcept,1.0,True,biobert,1229950000
Perirectal,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,276511004
N2a,staging_n,content,condition.stage.summary.coding,Observation.valueCodeableConcept,1.0,True,biobert,1229959004
US-guided core biopsy of 2:30 left breast mass,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,76752008
Left Axilla,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,301798002
Abdominal Mass,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,225162003
"Adenocarcinoma, intestinal type",fhir_aggregator,content,researchstudy.condition.coding,ResearchStudy.condition.coding,0.8048828840255737,True,biobert,"Adenocarcinoma, intestinal type"
Left Supraclavicular lymph node (L5),anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,16217501000119107
Right upper lobe lung,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,739141006
Corpus uteri,fhir_aggregator,content,condition.bodysite.coding,Specimen.collection.bodySite,0.8019649982452393,False,biobert,23952005
CYCLOPHOSPHAMIDE,fhir_aggregator,content,medicationadministration.medicationcodeableconcept.coding,ImagingStudy.series.modality,0.719709575176239,False,biobert,CYCLOPHOSPHAMIDE
Chromosome 3,fhir_aggregator,content,documentreference.category.coding,Specimen.type,0.796764075756073,False,biobert,3
US-guided,procedure.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,86273004
Left breast mass biopsy,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,122548005
Spleen,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,174776001
Left and right thyroid nodule,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,53533006
IA3,staging_group,content,observation.valuecodeableconcept,Observation.valueCodeableConcept,1.0,True,biobert,1222727000
American Joint Committee on Cancer pT1b,fhir_aggregator,content,condition.stage.summary.coding,ResearchStudy.condition.coding,0.8498970866203308,False,biobert,1228962007
Right middle lobe lobectomy,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,736974006
American Joint Committee on Cancer pM1a,fhir_aggregator,content,condition.stage.summary.coding,DocumentReference.type.coding,0.8474922180175781,False,biobert,1229917000
American Joint Committee on Cancer stage IB,fhir_aggregator,content,condition.stage.summary.coding,ResearchStudy.condition.coding,0.8439605236053467,False,biobert,1222728005
Radical resection of soft tissue mass left lower extremity,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,442311008
WGS,fhir_aggregator,content,documentreference.category.coding,Condition.code,0.8095674514770508,False,biobert,WGS
Peripheral blood,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.type,1.0,True,biobert,419583006
MX,staging_m,content,observation.valuecodeableconcept,Observation.valueCodeableConcept,1.0,True,biobert,1222591006
Mesorectal implant,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,18139001
Right breast simple mastectomy/sentinel lymph node biopsy,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,428571003
IA1,staging_group,content,observation.valuecodeableconcept,Observation.valueCodeableConcept,1.0,True,biobert,1222725008
T2a,staging_t,content,condition.stage.summary.coding,Observation.valueCodeableConcept,1.0,True,biobert,1229853004
file,fhir_aggregator,content,documentreference.type.coding,Procedure.code,0.7804503440856934,False,biobert,file
EXCLUDE,fhir_aggregator,content,specimen.type.coding,Condition.code,0.8152027130126953,False,biobert,EXCLUDE
Periumbilical area,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,997199941000119102
Stage II,fhir_aggregator,content,condition.stage.summary.coding,Condition.code,0.8224070072174072,False,biobert,Stage II
Malignant tumor of breast,histology,content,condition.code,Condition.code,1.0,True,biobert,254837009
Pelvis,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,12921003
Stage IVB,fhir_aggregator,content,condition.stage.summary.coding,Condition.stage.type.coding,0.8697582483291626,True,biobert,3203222
Left supraclavicular node,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,16217501000119107
M1c,staging_m,content,condition.stage.summary.coding,Observation.valueCodeableConcept,1.0,True,biobert,1229923005
Laboratory,fhir_aggregator,content,observation.category.coding,Condition.code,0.8263959884643555,False,biobert,laboratory
US Guided L breast and axillary lymph node biopsy,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,80248007
Biospecimen,fhir_aggregator,content,documentreference.category.coding,ResearchStudy.condition.coding,0.841873288154602,False,biobert,Biospecimen
Right Axillary Lymph Node,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,739023000
Left lower Lung nodule,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,303549000
US Guided Paracentesis,procedure.prime,content,procedure.code,Procedure.code,1.0,True,biobert,16433271000119101
TGZ,fhir_aggregator,content,documentreference.type.coding,DocumentReference.type.coding,0.8527476787567139,True,biobert,TGZ
American Joint Committee on Cancer pN0,fhir_aggregator,content,condition.stage.summary.coding,DocumentReference.type.coding,0.8562418222427368,False,biobert,1229947003
"Cystic, Mucinous and Serous Neoplasms",fhir_aggregator,content,researchstudy.condition.coding,ImagingStudy.series.modality,0.7634434103965759,False,biobert,115217007
Laparoscopic Hysterectomy and Bilateral Salpingoopherectomy,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,236888001
Lymphoblastoid Cell Line,fhir_aggregator,content,specimen.type.coding,ImagingStudy.series.modality,0.7612799406051636,False,biobert,LCL
IIIC2,staging_group,content,observation.valuecodeableconcept,Observation.valueCodeableConcept,1.0,True,biobert,1222809005
Subcutaneous lesion,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,35646002
AscatNGS,fhir_aggregator,content,documentreference.category.coding,DocumentReference.type.coding,0.8083323240280151,False,biobert,AscatNGS
cervical mediastinal lymph node,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,58347006
Fluorouracil,fhir_aggregator,content,medicationadministration.medicationcodeableconcept.coding,ImagingStudy.series.modality,0.8023878335952759,False,biobert,Fluorouracil
Diagnosis,fhir_aggregator,content,condition.category.coding,Condition.code,0.8401283025741577,False,biobert,439401001
BCGSC miRNA Profiling,fhir_aggregator,content,documentreference.category.coding,ResearchStudy.condition.coding,0.8286019563674927,False,biobert,BCGSC miRNA Profiling
Left parietal tumor resection,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,1201979001
Right jaw resection,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,735178003
Chromosome 5,fhir_aggregator,content,documentreference.category.coding,Specimen.type,0.7990719676017761,False,biobert,5
Right breast biopsy,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,122548005
IB,staging_group,content,observation.valuecodeableconcept,Observation.valueCodeableConcept,1.0,True,biobert,1222728005
Subcarinal lymph node,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,59441001
M0,staging_m,content,condition.stage.summary.coding,Observation.valueCodeableConcept,1.0,True,biobert,1222591006
Right humerus,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,272673000
Periduodenal mass,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,38848004
Chromosome 19,fhir_aggregator,content,documentreference.category.coding,Condition.code,0.7962270975112915,False,biobert,19
right colon,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,51342009
VINCRISTINE,fhir_aggregator,content,medicationadministration.medicationcodeableconcept.coding,ImagingStudy.series.modality,0.7795069217681885,False,biobert,VINCRISTINE
IIID,staging_group,content,observation.valuecodeableconcept,Observation.valueCodeableConcept,1.0,True,biobert,1222811001
Abdominal/Omental mass,anatomical_location.prime,content,specimen.collection.bodysite,Procedure.code,1.0,True,biobert,81751006
Right Supraclavicular Lymph Node,anatomical_location.prime,content,specimen.collection.bodysite,Specimen.collection.bodySite,1.0,True,biobert,16217541000119109
case,,entity,Patient,Condition,0.39506393671035767,False,magneto,
project,case,entity,ResearchStudy,ResearchSubject,0.5219578742980957,False,magneto,
program,project,entity,ResearchStudy,Medication,0.31044813990592957,False,magneto,
file,,entity,DocumentReference,Patient,0.2873343825340271,False,magneto,
project,cases,entity,ResearchStudy,ResearchSubject,0.5219578742980957,False,magneto,
project,,entity,ResearchStudy,ResearchSubject,0.5219578742980957,False,magneto,
program,project,entity,ResearchStudy,Medication,0.31044813990592957,False,magneto,
Assay,DocumentReference,entity,ServiceRequest,Observation,0.34883245825767517,False,magneto,
Device,DocumentReference,entity,Device,Device,1.0000001192092896,True,magneto,
Component,DocumentReference,entity,Observation,Device,0.43064066767692566,False,magneto,
HTANParticipantID,Patient,entity,Patient,Medication,0.4084736704826355,False,magneto,
Filename,DocumentReference,entity,DocumentReference,DocumentReference,0.2453938126564026,True,magneto,
FileFormat,DocumentReference,entity,DocumentReference,DocumentReference,0.1473410427570343,True,magneto,
HTANDataFileID,DocumentReference,entity,DocumentReference,Patient,0.2319616824388504,False,magneto,
HTANParentBiospecimenID,Specimen,entity,Specimen,FamilyMemberHistory,0.3781747817993164,False,magneto,
Checksum,DocumentReference,entity,Observation,Specimen,0.26657378673553467,False,magneto,
HTANBiospecimenID,Specimen,entity,Specimen,Medication,0.35070157051086426,False,magneto,
HTANParentID,Specimen,entity,Specimen,FamilyMemberHistory,0.407471239566803,False,magneto,
HTANParentDataFileID,DocumentReference,entity,DocumentReference,FamilyMemberHistory,0.47265493869781494,False,magneto,
TimepointLabel,Specimen,entity,Observation,DiagnosticReport,0.13467809557914734,False,magneto,
StartDaysfromIndex,Patient,entity,Observation,ResearchSubject,0.21133774518966675,False,magneto,
StopDaysfromIndex,Patient,entity,Observation,Condition,0.178214430809021,False,magneto,
SentinelLymphNodeCount,Patient,entity,Observation,ServiceRequest,0.26062795519828796,False,magneto,
SentinelNodePositiveAssessmentCount,Patient,entity,Observation,DiagnosticReport,0.24776910245418549,False,magneto,
TumorExtranodalExtensionIndicator,Condition,entity,Observation,DiagnosticReport,0.26671135425567627,False,magneto,
SatelliteMetastasisPresentIndicator,Patient,entity,Observation,Device,0.2834053635597229,False,magneto,
OtherBiopsyResectionSite,Patient,entity,Observation,ResearchSubject,0.34228479862213135,False,magneto,
ExtentofTumorResection,Patient,entity,Observation,ResearchSubject,0.2016121745109558,False,magneto,
PriorSitesofRadiation,Patient,entity,Observation,Observation,0.1859682947397232,True,magneto,
Immunosuppression,MedicationAdministration,entity,Observation,Medication,0.44913166761398315,False,magneto,
ConcomitantMedicationReceivedType,MedicationAdministration,entity,Observation,Device,0.2136373221874237,False,magneto,
FamilyMemberVitalStatusIndicator,Patient,entity,Observation,FamilyMemberHistory,0.6311886310577393,False,magneto,
COVID19OccurrenceIndicator,Patient,entity,Observation,DiagnosticReport,0.3502925634384155,False,magneto,
COVID19CurrentStatus,Patient,entity,Observation,DiagnosticReport,0.2560288608074188,False,magneto,
COVID19ComplicationsSeverity,Patient,entity,Observation,DiagnosticReport,0.26356372237205505,False,magneto,
COVID19CancerTreatmentFollowup,Patient,entity,Observation,Patient,0.3061196804046631,False,magneto,
Ecigvapeuse,Patient,entity,Observation,Observation,0.288535475730896,True,magneto,
Ecigvape30dayusenum,Patient,entity,Observation,Patient,0.1924789845943451,False,magneto,
Ecigvapetimesperday,Patient,entity,Observation,Medication,0.1979609727859497,False,magneto,
